ID Keluhan,Tanggal Masuk,Keluhan,Dinas Terkait,Topik Keluhan,keluhan_clean,topik_clean,teks_gabungan,is_spam,prioritas
683,28 Februari 2023,Reklame rusak yang membahayakan pengguna jalan,Dinas Perhubungan,Reklame,reklame rusak yang membahayakan pengguna jalan,reklame,reklame reklame rusak yang membahayakan pengguna jalan,0,Rendah
684,28 Februari 2023,Keberadaan PKL di jalur hijau,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,keberadaan pkl di jalur hijau,pkl,pkl keberadaan pkl di jalur hijau,0,Sedang
685,4 Maret 2023,Polusi suara kegaduhan supermarket Alfa X,Dinas Lingkungan Hidup,Polusi Suara,polusi suara kegaduhan supermarket alfa x,polusi suara,polusi suara polusi suara kegaduhan supermarket alfa x,0,Sedang
686,7 Maret 2023,Gangguan Trantibum di Perumahan Akhtara Residence,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Sosial,gangguan trantibum di perumahan akhtara residence,sosial,sosial gangguan trantibum di perumahan akhtara residence,0,Sedang
687,13 Maret 2023,Polusi suara di Kabukicho,Dinas Lingkungan Hidup,Polusi Suara,polusi suara di kabukicho,polusi suara,polusi suara polusi suara di kabukicho,0,Sedang
688,20 Maret 2023,Keberadaan rumah pohon di fasum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,keberadaan rumah pohon di fasum,infrastruktur,infrastruktur keberadaan rumah pohon di fasum,0,Sedang
689,20 Maret 2023,Kabel yang menjuntai di tengah jalan,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,kabel yang menjuntai di tengah jalan,infrastruktur,infrastruktur kabel yang menjuntai di tengah jalan,0,Sedang
690,20 Maret 2023,Warung nasi goreng yang dicampur dengan daging babi,Dinas Kesehatan,Makanan,warung nasi goreng yang dicampur dengan daging babi,makanan,makanan warung nasi goreng yang dicampur dengan daging babi,0,Sedang
691,21 Maret 2023,Warung yang berdiri di RTH dan parkir liar,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,warung yang berdiri di rth dan parkir liar,infrastruktur,infrastruktur warung yang berdiri di rth dan parkir liar,0,Sedang
692,29 Maret 2023,Spanduk penolakan satu arah Kayutangan,Dinas Perhubungan,Reklame,spanduk penolakan satu arah kayutangan,reklame,reklame spanduk penolakan satu arah kayutangan,0,Rendah
693,2023-04-03 00:00:00,ODGJ yang meresahkan warga,Dinas Sosial,ODGJ,odgj yang meresahkan warga,odgj,odgj odgj yang meresahkan warga,0,Tinggi
694,2023-04-17 00:00:00,Gangguan Trantibum dari Café Janimani,Dinas Lingkungan Hidup,Polusi Suara,gangguan trantibum dari caf janimani,polusi suara,polusi suara gangguan trantibum dari caf janimani,0,Sedang
695,2023-04-27 00:00:00,Bangunan liar di fasilitas umum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,bangunan liar di fasilitas umum,infrastruktur,infrastruktur bangunan liar di fasilitas umum,0,Sedang
696,7 Mei 2023,ODGJ yang meresahkan warga,Dinas Sosial,ODGJ,odgj yang meresahkan warga,odgj,odgj odgj yang meresahkan warga,0,Tinggi
697,11 Mei 2023,Penutupan jalan (kegiatan pengajian),Dinas Perhubungan,Infrastruktur,penutupan jalan kegiatan pengajian,infrastruktur,infrastruktur penutupan jalan kegiatan pengajian,0,Sedang
698,9 Mei 2023,Permohonan penertiban PKL di lahan Pemkot,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban pkl di lahan pemkot,pkl,pkl permohonan penertiban pkl di lahan pemkot,0,Sedang
699,11 Mei 2023,Gangguan Trantibum dari pengamen angklung,Dinas Sosial,Sosial,gangguan trantibum dari pengamen angklung,sosial,sosial gangguan trantibum dari pengamen angklung,0,Sedang
700,22 Mei 2023,Tunawisma sakit yang terlantar,Dinas Sosial,Sosial,tunawisma sakit yang terlantar,sosial,sosial tunawisma sakit yang terlantar,0,Sedang
701,22 Mei 2023,Gangguan Trantibum dari pengunjung rental PS Quantum yang teriak dan berkata kotor,Dinas Lingkungan Hidup,Polusi Suara,gangguan trantibum dari pengunjung rental ps quantum yang teriak dan berkata kotor,polusi suara,polusi suara gangguan trantibum dari pengunjung rental ps quantum yang teriak dan berkata kotor,0,Sedang
702,24 Mei 2023,Barang-barang bengkel Sodo Sakti yang memakan jalan dan membahayakan pengguna jalan,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,barangbarang bengkel sodo sakti yang memakan jalan dan membahayakan pengguna jalan,infrastruktur,infrastruktur barangbarang bengkel sodo sakti yang memakan jalan dan membahayakan pengguna jalan,0,Sedang
703,26 Mei 2023,Permohonan penertiban PKL di atas fasilitas umum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban pkl di atas fasilitas umum,pkl,pkl permohonan penertiban pkl di atas fasilitas umum,0,Sedang
704,29 Mei 2023,ODGJ yang meresahkan warga,Dinas Sosial,ODGJ,odgj yang meresahkan warga,odgj,odgj odgj yang meresahkan warga,0,Tinggi
705,26 Mei 2023,Permohonan penertiban PKL,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban pkl,pkl,pkl permohonan penertiban pkl,0,Sedang
706,24 Mei 2023,Gangguan polusi suara dari sound sistem warung Saya Sayang,Dinas Lingkungan Hidup,Polusi Suara,gangguan polusi suara dari sound sistem warung saya sayang,polusi suara,polusi suara gangguan polusi suara dari sound sistem warung saya sayang,0,Sedang
707,12 Juni 2023,Permohonan penertiban bangunan semi permanen PKL di atas fasum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban bangunan semi permanen pkl di atas fasum,pkl,pkl permohonan penertiban bangunan semi permanen pkl di atas fasum,0,Sedang
708,12 Juni 2023,Rental PS Treebox yang menyediakan VIP room,Dinas Lingkungan Hidup,Sosial,rental ps treebox yang menyediakan vip room,sosial,sosial rental ps treebox yang menyediakan vip room,0,Sedang
709,6 Juni 2023,Polusi udara akibat pembakaran sampah,Dinas Lingkungan Hidup,Polusi Udara,polusi udara akibat pembakaran sampah,polusi udara,polusi udara polusi udara akibat pembakaran sampah,0,Sedang
710,22 Juni 2023,PKL yang mengganggu akses mobilitas ke dalam rumah/usaha,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,pkl yang mengganggu akses mobilitas ke dalam rumahusaha,pkl,pkl pkl yang mengganggu akses mobilitas ke dalam rumahusaha,0,Sedang
711,10 Juli 2023,Permohonan penertiban PKL semi permanen di fasilitas umum (trotoar),Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban pkl semi permanen di fasilitas umum trotoar,pkl,pkl permohonan penertiban pkl semi permanen di fasilitas umum trotoar,0,Sedang
712,17 Juli 2023,Papan reklame/baliho yang menghalangi pandangan pengendara di tikungan,Dinas Perhubungan,Reklame,papan reklamebaliho yang menghalangi pandangan pengendara di tikungan,reklame,reklame papan reklamebaliho yang menghalangi pandangan pengendara di tikungan,0,Rendah
713,17 Juli 2023,Keberadaan jemuran, kandang ayam, tumpukan barang bekas di sekitar makam,keberadaan jemuran,tumpukan barang bekas di sekitar makam,tumpukan barang bekas di sekitar makam keberadaan jemuran,0,Sedang
714,24 Juli 2023,Reklame tetap yang menutupi rambu lalu lintas,Dinas Perhubungan,Reklame,reklame tetap yang menutupi rambu lalu lintas,reklame,reklame reklame tetap yang menutupi rambu lalu lintas,0,Rendah
715,24 Juli 2023,Reklame baliho APK yang tidak berizin,Dinas Perhubungan,Reklame,reklame baliho apk yang tidak berizin,reklame,reklame reklame baliho apk yang tidak berizin,0,Rendah
716,21 Juli 2023,Keberadaan badut yang meminta-minta dengan membawa anak kecil,Dinas Sosial,Sosial,keberadaan badut yang memintaminta dengan membawa anak kecil,sosial,sosial keberadaan badut yang memintaminta dengan membawa anak kecil,0,Sedang
717,26 Juli 2023,Polusi suara dan polusi udara dari usaha industri kayu,Dinas Lingkungan Hidup,Polusi Suara,polusi suara dan polusi udara dari usaha industri kayu,polusi suara,polusi suara polusi suara dan polusi udara dari usaha industri kayu,0,Sedang
718,31 Juli 2023,Keberadaan rombong es degan yang mengganggu lingkungan,Dinas Lingkungan Hidup,Sosial,keberadaan rombong es degan yang mengganggu lingkungan,sosial,sosial keberadaan rombong es degan yang mengganggu lingkungan,0,Sedang
719,3 Agustus 2023,PKL di atas fasilitas umum (saluran air),Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,pkl di atas fasilitas umum saluran air,pkl,pkl pkl di atas fasilitas umum saluran air,0,Sedang
720,1 Agustus 2023,Reklame tema politik yang mengganggu pengendara,Dinas Perhubungan,Reklame,reklame tema politik yang mengganggu pengendara,reklame,reklame reklame tema politik yang mengganggu pengendara,0,Rendah
721,21 Agustus 2023,Reklame insidentil,Dinas Perhubungan,Reklame,reklame insidentil,reklame,reklame reklame insidentil,1,Spam
722,21 Agustus 2023,PKL di atas fasilitas umum (badan jalan),Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,pkl di atas fasilitas umum badan jalan,pkl,pkl pkl di atas fasilitas umum badan jalan,0,Sedang
723,24 Agustus 2023,Polusi suara dari aktivitas warung Wow,Dinas Lingkungan Hidup,Polusi Suara,polusi suara dari aktivitas warung wow,polusi suara,polusi suara polusi suara dari aktivitas warung wow,0,Sedang
724,24 Agustus 2023,Dugaan pencurian listrik oleh usaha fotocopy di parkiran Satpas SIM,Perusahaan Listrik Negara (PLN),Listrik,dugaan pencurian listrik oleh usaha fotocopy di parkiran satpas sim,listrik,listrik dugaan pencurian listrik oleh usaha fotocopy di parkiran satpas sim,0,Sedang
725,2023-09-06 00:00:00,Barang dagangan toko masker dan jus yang diletakkan di atas trotoar dan bahu jalan,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,barang dagangan toko masker dan jus yang diletakkan di atas trotoar dan bahu jalan,pkl,pkl barang dagangan toko masker dan jus yang diletakkan di atas trotoar dan bahu jalan,0,Sedang
726,2023-09-05 00:00:00,Gangguan Trantibum dari Café Kidang Djaya,Dinas Lingkungan Hidup,Polusi Suara,gangguan trantibum dari caf kidang djaya,polusi suara,polusi suara gangguan trantibum dari caf kidang djaya,0,Sedang
727,2023-09-11 00:00:00,PKL bunga yang mengganggu akses keluar masuk pemilik ruko,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,pkl bunga yang mengganggu akses keluar masuk pemilik ruko,pkl,pkl pkl bunga yang mengganggu akses keluar masuk pemilik ruko,0,Sedang
728,2023-09-13 00:00:00,Penutupan jalan menuju aset pemerintah kota Malang,Dinas Perhubungan,Infrastruktur,penutupan jalan menuju aset pemerintah kota malang,infrastruktur,infrastruktur penutupan jalan menuju aset pemerintah kota malang,0,Sedang
729,2023-09-23 00:00:00,Gangguan Trantibum (polusi udara dan suara) dari aktivitas mebel,Dinas Lingkungan Hidup,Polusi Udara,gangguan trantibum polusi udara dan suara dari aktivitas mebel,polusi udara,polusi udara gangguan trantibum polusi udara dan suara dari aktivitas mebel,0,Sedang
730,2023-09-22 00:00:00,Gangguan Trantibum (polusi suara) dari aktivitas live musik Café Alfa X,Dinas Lingkungan Hidup,Polusi Suara,gangguan trantibum polusi suara dari aktivitas live musik caf alfa x,polusi suara,polusi suara gangguan trantibum polusi suara dari aktivitas live musik caf alfa x,0,Sedang
731,2 Januari 2023,Keberadaan PKL, anak kecil yang bermain bola di jalan kampung, dan grobak sampah di pinggir jalan,keberadaan pkl,dan grobak sampah di pinggir jalan,dan grobak sampah di pinggir jalan keberadaan pkl,0,Sedang
732,2 Januari 2023,Gangguan kebisingan dari kedai kopi Podo Tresno dan Warkop Keysa,Dinas Lingkungan Hidup,Polusi Suara,gangguan kebisingan dari kedai kopi podo tresno dan warkop keysa,polusi suara,polusi suara gangguan kebisingan dari kedai kopi podo tresno dan warkop keysa,0,Sedang
733,3 Januari 2023,Penyerobotan tanah,Badan Pertanahan Nasional (BPN),Tanah,penyerobotan tanah,tanah,tanah penyerobotan tanah,1,Spam
734,9 Januari 2023,Tiang bambu bendera partai yang membahayakan pengendara di sisi fly over,Dinas Perhubungan,Infrastruktur,tiang bambu bendera partai yang membahayakan pengendara di sisi fly over,infrastruktur,infrastruktur tiang bambu bendera partai yang membahayakan pengendara di sisi fly over,0,Sedang
735,9 Januari 2023,PKL yang berjualan di depan pintu masuk Griya Santa Blok N,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,pkl yang berjualan di depan pintu masuk griya santa blok n,pkl,pkl pkl yang berjualan di depan pintu masuk griya santa blok n,0,Sedang
736,11 Januari 2023,Polusi suara warung sekitar Tawira,Dinas Lingkungan Hidup,Polusi Suara,polusi suara warung sekitar tawira,polusi suara,polusi suara polusi suara warung sekitar tawira,0,Sedang
737,12 Januari 2023,Papan reklame bando yang sudah tidak layak/rapuh,Dinas Perhubungan,Reklame,papan reklame bando yang sudah tidak layakrapuh,reklame,reklame papan reklame bando yang sudah tidak layakrapuh,0,Rendah
738,16 Januari 2023,Permintaan penertiban pedagang kaki lima di sepanjang Jl. Bandung depan sekolah MIN 1, MTsN 1, MAN2,permintaan penertiban pedagang kaki lima di sepanjang jl bandung depan sekolah min,man,man permintaan penertiban pedagang kaki lima di sepanjang jl bandung depan sekolah min,0,Sedang
739,17 Januari 2023,Polusi suara Unmer,Dinas Lingkungan Hidup,Polusi Suara,polusi suara unmer,polusi suara,polusi suara polusi suara unmer,0,Sedang
740,6 Januari 2023,Polusi suara musik Cafe IU,Dinas Lingkungan Hidup,Polusi Suara,polusi suara musik cafe iu,polusi suara,polusi suara polusi suara musik cafe iu,0,Sedang
741,19 Januari 2023,Bendera parpol yang mengganggu,Dinas Perhubungan,Reklame,bendera parpol yang mengganggu,reklame,reklame bendera parpol yang mengganggu,0,Rendah
742,20 Januari 2023,Keberadaan PKL di sepanjang pintu masuk/pagar RSSA Saiful Anwar,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,keberadaan pkl di sepanjang pintu masukpagar rssa saiful anwar,pkl,pkl keberadaan pkl di sepanjang pintu masukpagar rssa saiful anwar,0,Sedang
743,20 Januari 2023,ODGJ yang meresahkan,Dinas Sosial,ODGJ,odgj yang meresahkan,odgj,odgj odgj yang meresahkan,0,Tinggi
744,30 Januari 2023,Talang air bocor mengalir ke rumah tetangga,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Air,talang air bocor mengalir ke rumah tetangga,air,air talang air bocor mengalir ke rumah tetangga,0,Sedang
745,1 Februari 2023,Reklame tetap yang diduga tidak berizin,Dinas Perhubungan,Reklame,reklame tetap yang diduga tidak berizin,reklame,reklame reklame tetap yang diduga tidak berizin,0,Rendah
746,13 Februari 2023,Reklame yang membahayakan pengguna jalan,Dinas Perhubungan,Reklame,reklame yang membahayakan pengguna jalan,reklame,reklame reklame yang membahayakan pengguna jalan,0,Rendah
747,1 Februari 2023,Penggunaan fasilitas umum/PSU untuk kepentingan pribadi,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,penggunaan fasilitas umumpsu untuk kepentingan pribadi,infrastruktur,infrastruktur penggunaan fasilitas umumpsu untuk kepentingan pribadi,0,Sedang
748,1 Februari 2023,Pembangunan pos di atas saluran air,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Air,pembangunan pos di atas saluran air,air,air pembangunan pos di atas saluran air,0,Sedang
749,21 Februari 2023,Reklame yang diduga provokatif (Anis),Dinas Perhubungan,Reklame,reklame yang diduga provokatif anis,reklame,reklame reklame yang diduga provokatif anis,0,Rendah
750,26 Januari 2023,Permohonan penertiban bangunan yang menempati lahan orang lain (Hajj Chicken),Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,permohonan penertiban bangunan yang menempati lahan orang lain hajj chicken,infrastruktur,infrastruktur permohonan penertiban bangunan yang menempati lahan orang lain hajj chicken,0,Sedang
751,1 Februari 2023,Pohon dan pot bunga di atas fasilitas umum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,pohon dan pot bunga di atas fasilitas umum,infrastruktur,infrastruktur pohon dan pot bunga di atas fasilitas umum,0,Sedang
752,9 Februari 2023,Permohonan penertiban PKL di fasilitas umum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban pkl di fasilitas umum,pkl,pkl permohonan penertiban pkl di fasilitas umum,0,Sedang
753,8 Februari 2023,Pemberitahuan aset Pemkot yang dipergunakan masyarakat untuk warung/bedak,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,pemberitahuan aset pemkot yang dipergunakan masyarakat untuk warungbedak,infrastruktur,infrastruktur pemberitahuan aset pemkot yang dipergunakan masyarakat untuk warungbedak,0,Sedang
754,21 Februari 2023,Permohonan penertiban reklame tetap yang mengganggu akses jalan,Dinas Perhubungan,Reklame,permohonan penertiban reklame tetap yang mengganggu akses jalan,reklame,reklame permohonan penertiban reklame tetap yang mengganggu akses jalan,0,Rendah
755,26 Februari 2023,Pemondokan bebas,Dinas Sosial,Sosial,pemondokan bebas,sosial,sosial pemondokan bebas,1,Spam
756,28 Februari 2023,Reklame rusak yang membahayakan pengguna jalan,Dinas Perhubungan,Reklame,reklame rusak yang membahayakan pengguna jalan,reklame,reklame reklame rusak yang membahayakan pengguna jalan,0,Rendah
757,28 Februari 2023,Keberadaan PKL di jalur hijau,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,keberadaan pkl di jalur hijau,pkl,pkl keberadaan pkl di jalur hijau,0,Sedang
758,4 Maret 2023,Polusi suara kegaduhan supermarket Alfa X,Dinas Lingkungan Hidup,Polusi Suara,polusi suara kegaduhan supermarket alfa x,polusi suara,polusi suara polusi suara kegaduhan supermarket alfa x,0,Sedang
759,7 Maret 2023,Gangguan Trantibum di Perumahan Akhtara Residence,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Sosial,gangguan trantibum di perumahan akhtara residence,sosial,sosial gangguan trantibum di perumahan akhtara residence,0,Sedang
760,13 Maret 2023,Polusi suara di Kabukicho,Dinas Lingkungan Hidup,Polusi Suara,polusi suara di kabukicho,polusi suara,polusi suara polusi suara di kabukicho,0,Sedang
761,20 Maret 2023,Keberadaan rumah pohon di fasum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,keberadaan rumah pohon di fasum,infrastruktur,infrastruktur keberadaan rumah pohon di fasum,0,Sedang
762,20 Maret 2023,Kabel yang menjuntai di tengah jalan,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,kabel yang menjuntai di tengah jalan,infrastruktur,infrastruktur kabel yang menjuntai di tengah jalan,0,Sedang
763,20 Maret 2023,Warung nasi goreng yang dicampur dengan daging babi,Dinas Kesehatan,Makanan,warung nasi goreng yang dicampur dengan daging babi,makanan,makanan warung nasi goreng yang dicampur dengan daging babi,0,Sedang
764,21 Maret 2023,Warung yang berdiri di RTH dan parkir liar,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,warung yang berdiri di rth dan parkir liar,infrastruktur,infrastruktur warung yang berdiri di rth dan parkir liar,0,Sedang
765,29 Maret 2023,Spanduk penolakan satu arah Kayutangan,Dinas Perhubungan,Reklame,spanduk penolakan satu arah kayutangan,reklame,reklame spanduk penolakan satu arah kayutangan,0,Rendah
